id,content_id,type,likes,engagement_date,campaign_id,product_id,views,clicks
2988,13,Newsletter,14,2024-07-17,12,9,584,100
3604,37,Video,127,2024-03-25,6,9,5841,576
1973,41,Blog,389,2023-06-28,10,7,5847,1018
1811,31,Blog,356,2023-06-18,14,13,5849,1010
4431,4,Video,0,2025-06-02,17,1,585,14
1331,28,Video,14,2024-05-19,16,6,585,151
790,3,Newsletter,294,2023-06-01,5,4,5853,1985
2944,30,Video,1054,2023-01-09,8,10,5853,2672
340,6,Social Media,455,2024-03-25,20,14,5854,1604
2807,43,Newsletter,861,2023-02-15,15,10,5855,2486
621,45,Blog,588,2023-06-09,13,13,5865,2367
441,6,Social Media,131,2024-02-20,5,18,5865,712
3689,7,Blog,423,2023-02-18,5,17,5867,1654
905,34,Newsletter,176,2023-11-06,19,17,5868,1608
1476,13,Video,583,2023-01-24,17,12,5869,1582
4529,15,Video,235,2023-12-02,5,20,5878,863
4292,27,Blog,53,2023-02-25,12,3,588,119
3282,1,Video,0,2025-12-27,1,19,588,17
3388,30,Social Media,299,2023-05-10,3,20,5884,896
3623,40,Blog,85,2023-12-01,5,18,5885,1075
3217,1,Video,659,2023-10-26,12,14,5887,2106
4180,45,Newsletter,179,2023-12-30,19,4,5887,918
1919,32,Blog,0,2025-09-22,7,9,589,18
1916,35,Video,188,2024-03-02,14,15,5893,689
2675,26,Video,4,2024-11-25,13,13,589,43
1792,45,Social Media,657,2023-07-11,5,15,5903,2396
3853,37,Video,388,2024-01-28,16,19,5909,1572
1441,15,Social Media,48,2024-01-09,12,10,5919,550
2848,44,Social Media,146,2024-03-02,1,15,5920,1216
2879,42,Newsletter,376,2023-08-08,3,5,5921,1586
3931,4,Social Media,79,2023-11-25,1,9,5927,1117
3233,12,Blog,0,2025-01-05,14,19,59,3
3411,48,Video,155,2024-01-09,18,14,5930,1428
1595,20,Blog,124,2023-08-08,16,20,5930,564
2865,33,Blog,0,2025-09-25,13,10,593,18
2006,15,Newsletter,79,2023-07-29,19,12,593,235
4535,27,Newsletter,396,2023-02-18,4,4,5935,1701
967,17,Newsletter,193,2023-05-12,10,14,5935,1766
2652,13,Social Media,983,2023-04-28,18,17,5935,2411
2179,17,Video,11,2024-09-25,19,13,594,54
3592,9,Newsletter,395,2024-01-11,11,15,5950,1643
2668,28,Blog,0,2025-12-19,20,12,595,26
4574,24,Video,1028,2023-01-05,14,9,5953,2291
3638,7,Social Media,5,2024-12-25,17,6,595,52
3165,34,Social Media,144,2023-12-25,8,11,5959,478
1275,36,Video,24,2023-08-23,13,3,596,100
3259,11,Blog,994,2023-02-02,4,15,5965,2662
971,39,Newsletter,42,2023-12-18,5,12,5972,558
16,2,Social Media,276,2023-07-06,17,16,5980,1227
703,12,Social Media,0,2025-12-12,15,4,598,10
3641,38,Video,404,2023-02-26,10,19,5987,1858
4304,5,Social Media,0,2025-09-10,11,12,599,27
53,41,Video,2,2024-09-20,16,15,599,39
3082,43,Social Media,169,2023-10-25,13,10,5996,1978
1917,38,Newsletter,110,2023-12-05,6,18,6000,923
3558,26,Newsletter,0,2025-12-21,16,13,600,23
2065,50,Social Media,0,2025-09-28,14,1,60,1
556,32,Social Media,236,2023-05-12,4,19,6010,1097
1999,30,Video,0,2025-09-11,5,1,601,11
1747,43,Blog,0,2025-08-29,9,6,601,22
1097,7,Video,1,2024-05-07,11,16,60,14
4205,25,Blog,273,2023-07-08,14,17,6018,913
2699,9,Blog,0,2025-12-26,7,18,602,11
4102,34,Blog,0,2025-10-06,4,17,602,11
2516,31,Social Media,0,2025-12-19,12,12,602,12
2320,21,Newsletter,142,2023-08-25,1,12,6025,1319
173,20,Video,393,2023-05-09,17,3,6025,2221
4090,35,Blog,205,2023-12-17,14,16,6029,1631
327,27,Blog,42,2024-01-03,20,14,603,133
2274,48,Blog,433,2023-04-23,10,4,6033,2366
888,35,Social Media,732,2023-11-16,13,8,6035,2101
1295,45,Newsletter,158,2024-02-03,3,15,6036,618
1711,31,Video,8,2025-03-01,7,10,603,81
871,37,Blog,131,2024-03-03,11,10,6038,1012
4357,39,Newsletter,913,2023-08-01,16,7,6043,2328
1500,27,Blog,346,2023-07-15,12,8,6044,1774
3114,2,Video,4,2025-04-03,18,6,604,45
822,7,Video,352,2023-05-05,16,6,6044,799
915,13,Social Media,90,2023-09-25,7,6,6047,474
4473,5,Newsletter,27,2024-02-13,16,6,604,95
1078,16,Blog,0,2025-11-10,19,15,605,15
4035,4,Social Media,537,2023-10-13,4,5,6054,1521
2457,7,Blog,9,2023-12-24,20,15,605,74
807,29,Newsletter,0,2025-10-06,7,7,606,24
977,30,Blog,644,2023-04-26,18,4,6064,1791
1933,33,Video,96,2023-10-02,11,20,6067,1230
3295,42,Video,368,2024-02-05,20,4,6068,1309
3700,3,Video,0,2025-12-18,20,4,607,8
660,18,Blog,0,2025-09-06,6,14,608,8
3072,39,Social Media,24,2024-02-23,16,18,610,134
305,14,Video,152,2023-07-11,17,19,6103,790
767,11,Video,755,2023-07-24,11,20,6105,2088
1284,45,Video,310,2024-02-01,14,1,6107,1918
1389,31,Social Media,99,2024-02-21,16,6,6109,1102
2920,44,Social Media,903,2023-02-25,2,14,6110,2113
1040,47,Blog,445,2023-04-02,11,1,6110,2554
1443,11,Newsletter,360,2023-08-22,19,13,6111,1076
4385,45,Blog,21,2024-05-12,8,19,611,134
3341,45,Blog,0,2025-11-22,7,18,611,15
3350,21,Social Media,1,2025-07-15,19,17,611,34
984,35,Blog,28,2023-02-16,5,3,611,81
4348,11,Social Media,0,2025-07-12,16,8,612,11
1316,12,Video,360,2023-05-08,9,1,6122,1217
785,50,Blog,146,2024-02-10,12,15,6122,578
2213,6,Blog,461,2023-06-07,15,7,6123,1627
4172,40,Newsletter,9,2024-12-18,16,20,612,74
1988,21,Social Media,179,2023-08-16,9,12,6133,1979
3201,11,Video,241,2023-09-05,9,13,6135,1971
2154,26,Blog,2,2025-03-04,17,3,614,31
1378,10,Newsletter,3,2024-11-18,19,8,615,73
2546,30,Video,289,2023-10-09,7,1,6158,1035
1395,9,Newsletter,13,2025-01-10,15,20,615,88
2194,32,Video,941,2023-03-10,4,2,6172,2823
1320,46,Video,10,2024-06-20,1,8,618,144
2464,41,Video,339,2024-01-03,1,13,6185,1208
4043,21,Blog,312,2023-08-18,6,8,6186,1110
1579,47,Newsletter,15,2024-06-20,9,20,618,80
4173,36,Social Media,744,2023-09-29,17,11,6191,2315
3320,5,Video,0,2025-12-15,8,13,619,21
891,15,Blog,167,2023-05-13,13,10,6196,821
4515,48,Blog,887,2023-03-17,20,11,6200,2388
76,48,Blog,545,2023-03-11,14,3,6205,2834
4059,41,Newsletter,11,2023-11-15,1,20,620,56
4573,17,Newsletter,123,2024-02-11,20,5,6206,1257
3291,17,Video,509,2023-08-03,7,6,6209,1280
1991,8,Blog,0,2025-12-13,5,3,62,1
125,44,Social Media,29,2023-08-22,12,20,621,199
1961,44,Blog,193,2023-10-25,12,20,6214,1844
464,17,Newsletter,2,2024-04-19,3,5,62,15
1620,1,Blog,535,2023-04-13,12,12,6216,1342
575,39,Newsletter,316,2023-12-14,20,12,6216,1777
2692,2,Social Media,8,2025-01-28,18,15,621,74
1127,16,Blog,0,2025-11-11,11,6,62,2
257,16,Newsletter,0,2025-12-03,7,19,622,20
2550,3,Newsletter,0,2025-12-06,4,14,622,9
985,50,Newsletter,162,2023-04-03,10,17,6231,1065
4162,3,Video,9,2024-10-08,18,5,623,123
3962,37,Blog,370,2023-11-02,6,7,6234,1049
2055,34,Blog,855,2023-01-20,17,8,6236,2447
1291,4,Video,146,2023-02-07,13,20,6240,1012
2492,24,Blog,678,2023-01-30,11,10,6240,2147
451,48,Social Media,15,2024-08-18,5,16,624,131
3490,48,Blog,46,2023-08-28,14,19,624,206
3180,9,Video,0,2025-08-26,9,9,624,26
2862,1,Blog,519,2023-11-27,2,5,6244,1844
2881,5,Video,8,2024-07-10,6,7,625,118
1102,41,Blog,0,2025-09-24,16,12,625,17
287,41,Social Media,0,2025-11-13,2,17,625,25
2586,14,Video,0,2025-09-18,7,9,625,27
966,24,Video,4,2025-03-22,4,2,625,53
2108,5,Video,145,2023-11-17,2,11,6255,671
1804,39,Social Media,252,2023-11-05,8,3,6258,2159
4297,48,Video,614,2024-02-02,13,19,6260,1944
1523,32,Newsletter,226,2023-12-31,6,12,6263,1098
1964,7,Blog,50,2023-09-07,14,18,6270,563
4360,23,Video,183,2023-02-26,15,7,6271,670
1815,49,Video,0,2025-11-28,3,12,627,21
2855,24,Social Media,299,2023-05-30,17,3,6273,1825
1985,32,Newsletter,87,2023-08-25,12,13,6273,531
2522,20,Social Media,863,2023-02-17,1,16,6279,2064
3357,33,Blog,10,2025-01-24,20,7,627,95
3817,24,Newsletter,2,2025-05-23,5,16,628,35
2535,14,Newsletter,96,2024-01-22,1,19,6284,1254
1895,50,Newsletter,254,2023-10-18,5,10,6292,1058
2046,33,Video,60,2023-08-29,13,18,6292,570
668,14,Blog,223,2023-12-01,16,12,6293,1990
926,21,Blog,457,2023-04-17,9,15,6294,1411
217,10,Video,279,2023-01-30,4,12,6297,1624
1304,47,Social Media,192,2023-10-10,19,2,6299,1763
665,22,Social Media,260,2023-12-16,13,12,6304,1513
2760,18,Newsletter,0,2025-10-06,5,8,63,1
1547,30,Newsletter,126,2023-01-15,18,13,6316,838
84,24,Social Media,116,2023-05-22,18,14,6319,832
2373,5,Video,415,2023-09-25,15,4,6321,1308
211,15,Social Media,0,2025-06-24,12,1,632,17
3004,11,Newsletter,2,2025-01-17,17,5,632,24
4364,37,Social Media,4,2024-12-19,3,19,632,36
1671,19,Social Media,317,2023-11-05,9,11,6328,1226
1502,30,Video,508,2023-09-26,5,12,6332,2283
3990,4,Video,140,2023-08-27,16,15,6333,689
2716,48,Social Media,189,2024-01-17,6,8,6335,733
2169,24,Social Media,30,2023-08-27,7,18,633,81
4517,27,Video,128,2023-10-16,20,11,6338,594
1584,40,Video,0,2025-11-02,4,10,634,19
1272,26,Social Media,329,2023-11-03,15,10,6346,1640
406,36,Social Media,137,2023-09-09,16,7,6347,741
1851,14,Blog,290,2024-01-18,17,7,6352,1232
2796,35,Video,547,2023-02-02,17,2,6356,1160
2009,2,Social Media,222,2023-07-10,1,3,6357,1084
311,33,Video,210,2023-10-13,11,13,6357,968
1243,10,Social Media,137,2023-10-29,8,10,6361,951
3881,4,Social Media,27,2023-06-25,11,13,636,239
3006,48,Social Media,112,2023-07-30,20,10,6367,644
1399,45,Newsletter,362,2023-05-15,7,18,6377,1878
2651,47,Social Media,168,2023-08-30,10,2,6379,858
717,25,Social Media,0,2025-11-19,11,14,639,27
3895,32,Newsletter,0,2025-12-23,17,7,639,7
4086,49,Blog,0,2025-09-21,11,16,639,8
820,14,Social Media,0,2025-10-15,19,10,640,23
2294,34,Video,1,2025-10-20,10,12,640,28
1777,45,Blog,3,2024-04-10,3,3,640,61
1834,39,Newsletter,472,2023-12-14,9,14,6406,1474
3172,33,Blog,290,2023-08-20,16,20,6407,1448
959,2,Video,6,2023-08-27,1,17,640,78
2069,14,Newsletter,485,2023-03-16,19,18,6408,1762
1698,38,Social Media,607,2023-04-18,3,7,6408,2800
1390,10,Video,0,2025-12-04,12,18,64,1
2126,49,Video,1,2024-06-19,13,9,64,10
1372,13,Blog,143,2023-03-06,17,4,6419,636
523,23,Blog,188,2023-08-11,7,1,6420,1094
136,30,Blog,524,2023-07-05,16,8,6423,2478
1342,8,Social Media,0,2025-10-08,15,12,642,7
1289,49,Newsletter,102,2023-12-08,4,9,6432,585
3383,13,Blog,1,2025-09-28,3,17,643,26
1639,44,Newsletter,208,2023-03-15,20,9,6434,801
292,47,Blog,259,2023-07-11,7,15,6436,1497
2276,34,Newsletter,806,2023-03-29,7,10,6440,1896
3732,4,Blog,0,2025-12-02,14,15,644,13
2712,15,Social Media,200,2023-11-01,7,14,6442,1781
593,12,Social Media,441,2023-10-26,3,17,6444,2254
744,40,Social Media,297,2023-11-20,1,1,6450,1074
2237,42,Newsletter,0,2025-10-14,14,4,645,19
3057,19,Social Media,106,2023-04-30,16,1,645,241
1571,18,Blog,5,2025-04-27,4,17,645,66
526,43,Social Media,440,2023-12-30,19,5,6457,2136
1234,45,Blog,0,2025-09-22,20,11,645,8
4336,41,Newsletter,1,2025-11-15,12,7,646,27
3155,2,Social Media,689,2023-07-10,18,1,6466,2501
1825,15,Blog,0,2025-11-11,6,12,647,22
4495,46,Video,411,2023-02-11,10,11,6480,1647
580,13,Newsletter,0,2025-09-09,20,17,648,19
1238,6,Social Media,187,2023-11-13,11,19,6483,668
269,43,Social Media,232,2023-10-22,3,16,6484,763
1650,12,Blog,567,2023-01-07,15,6,6491,1349
1129,18,Video,259,2023-04-10,4,8,6494,1798
3443,35,Newsletter,1115,2023-02-18,18,19,6509,2726
1230,38,Blog,90,2023-06-21,7,1,6509,721
2472,23,Social Media,205,2023-03-12,17,10,6509,971
3206,43,Video,5,2025-05-09,5,17,651,69
4263,15,Video,27,2023-05-30,17,11,652,121
2510,21,Blog,123,2023-07-10,8,1,6521,577
3663,14,Blog,0,2025-09-07,14,10,652,25
1905,27,Social Media,1016,2023-05-20,13,1,6524,2422
2570,17,Social Media,231,2023-12-29,19,3,6526,1814
4138,5,Blog,0,2025-07-08,19,14,653,16
2245,40,Video,0,2025-09-02,9,8,653,18
4212,47,Blog,356,2023-12-23,6,17,6532,1120
200,38,Newsletter,72,2023-02-23,14,10,653,240
3632,45,Newsletter,671,2023-11-06,7,19,6537,2252
2227,3,Blog,4,2024-11-08,6,19,653,93
2365,29,Blog,1,2025-11-06,19,9,654,30
810,16,Blog,425,2023-06-16,10,12,6547,1222
3893,32,Video,1,2025-10-07,10,1,655,31
4243,9,Video,97,2023-11-13,18,2,6557,1102
4401,9,Blog,290,2023-09-03,10,10,6560,1793
2797,34,Blog,485,2023-03-18,7,16,6567,1130
1056,41,Video,0,2025-10-08,9,5,656,9
848,36,Video,180,2023-11-01,19,19,6569,1074
3921,35,Video,334,2023-04-15,5,2,6573,1873
1872,40,Newsletter,223,2023-10-03,10,9,6584,1179
3100,31,Newsletter,184,2023-10-07,11,18,6584,516
574,1,Social Media,13,2024-07-06,8,16,658,70
3156,50,Newsletter,476,2023-12-25,1,16,6588,1755
1018,46,Video,0,2025-12-24,15,15,659,13
607,19,Social Media,238,2023-12-22,12,2,6591,825
2727,15,Blog,90,2023-01-08,14,13,659,269
3265,42,Newsletter,861,2023-01-13,2,3,6593,1883
892,34,Newsletter,399,2023-11-06,8,4,6595,1190
3273,49,Social Media,674,2023-05-16,14,17,6595,2275
2513,6,Blog,950,2023-02-20,20,14,6599,2651
4586,11,Newsletter,17,2024-07-18,12,10,659,93
4609,21,Newsletter,366,2023-04-09,4,13,6599,888
4451,30,Newsletter,519,2023-10-23,13,9,6606,1483
149,26,Social Media,389,2023-02-01,7,4,6616,805
2003,9,Newsletter,0,2025-10-10,18,4,66,2
3666,47,Newsletter,1,2025-04-10,11,19,662,24
1744,47,Newsletter,376,2023-05-16,7,6,6624,1044
833,13,Newsletter,680,2023-10-04,14,10,6635,2138
4171,36,Video,367,2023-01-04,18,13,6636,3146
2223,30,Social Media,658,2023-06-13,4,18,6638,2582
3032,34,Social Media,2,2025-04-28,2,1,664,23
3945,38,Blog,1,2025-09-03,16,13,664,25
3697,9,Video,3,2025-03-11,16,20,664,31
1659,31,Social Media,3,2025-03-26,5,4,664,74
4446,26,Blog,0,2025-06-07,11,20,665,13
3096,12,Video,613,2023-10-18,3,3,6654,2055
3441,27,Social Media,399,2023-04-15,5,15,6659,2237
3901,26,Blog,2,2025-07-24,14,4,666,42
1493,46,Blog,2,2025-05-08,9,6,666,66
4026,17,Newsletter,86,2023-08-29,11,2,6666,920
3494,8,Newsletter,367,2023-07-16,18,15,6674,2141
2679,25,Social Media,6,2024-09-25,2,13,667,70
4334,6,Blog,152,2023-08-29,13,5,6683,1393
686,4,Newsletter,0,2025-11-17,15,18,669,13
1240,36,Social Media,1,2025-10-05,17,8,669,32
2674,29,Newsletter,0,2025-11-29,13,16,669,6
3104,15,Social Media,440,2023-05-21,16,5,6701,2524
1503,23,Newsletter,0,2025-06-10,14,2,670,27
1934,19,Blog,205,2023-08-24,14,9,6707,868
2224,30,Blog,0,2025-11-12,20,16,671,12
3924,23,Social Media,729,2023-02-27,5,1,6712,1584
2186,16,Newsletter,0,2025-08-25,5,20,671,28
2447,3,Blog,620,2023-08-01,2,2,6715,2506
586,9,Newsletter,0,2025-11-27,11,7,67,2
1194,17,Social Media,3,2025-04-09,12,13,672,30
1582,29,Blog,0,2025-10-29,16,4,672,31
2019,39,Newsletter,138,2023-12-12,1,2,6725,1225
1946,4,Newsletter,7,2025-04-14,15,14,672,68
1993,3,Newsletter,26,2024-09-22,8,20,673,132
2005,48,Video,1,2025-12-22,14,8,673,30
2838,29,Blog,0,2025-12-16,20,6,674,20
4174,8,Video,1,2025-10-23,2,6,674,28
3725,46,Newsletter,1,2025-05-23,17,18,674,53
339,26,Newsletter,460,2023-09-21,3,1,6753,2013
662,14,Newsletter,7,2025-04-19,3,9,675,68
1942,19,Video,249,2023-11-29,2,5,6758,1704
3450,30,Social Media,920,2023-01-25,14,5,6758,2709
976,2,Social Media,703,2023-09-26,13,17,6759,1938
3089,7,Video,11,2024-11-05,14,6,676,73
1228,19,Blog,213,2023-08-31,4,11,6768,846
42,16,Blog,840,2023-07-23,17,8,6771,2617
3477,27,Video,0,2025-10-17,6,3,677,15
583,8,Video,187,2023-04-30,20,16,6773,1129
3022,21,Social Media,335,2023-05-16,14,3,6773,1287
1006,50,Social Media,1,2025-09-29,2,15,677,32
4080,10,Newsletter,630,2023-05-26,2,13,6777,2327
430,44,Video,0,2025-11-23,2,6,677,9
550,28,Video,1,2025-07-25,10,10,678,25
1351,29,Video,176,2023-11-11,7,20,6783,506
1080,46,Social Media,188,2023-06-21,18,10,6786,1710
4110,22,Newsletter,23,2023-07-28,10,17,679,121
677,39,Video,200,2023-07-05,18,16,6793,1772
4236,4,Video,325,2023-07-26,5,13,6797,1484
3673,34,Video,54,2023-07-09,15,8,6797,579
2465,19,Video,0,2025-11-20,5,17,680,12
4579,1,Blog,516,2023-08-14,5,20,6801,2286
1903,46,Newsletter,1,2025-09-12,20,16,680,21
3277,18,Video,0,2025-10-30,10,1,680,23
248,45,Blog,1,2025-04-23,16,4,680,24
202,9,Video,1,2025-04-20,17,2,680,27
2451,46,Newsletter,362,2023-01-31,14,6,6807,762
3099,4,Social Media,472,2023-10-29,4,12,6810,1931
1592,15,Blog,1155,2023-01-16,6,20,6811,3230
886,15,Social Media,12,2024-08-21,12,3,681,142
1045,46,Video,1131,2023-01-22,14,18,6813,2875
1681,32,Video,4,2025-05-27,12,7,681,61
4454,11,Social Media,17,2023-03-16,4,9,681,87
1754,49,Newsletter,365,2023-11-14,15,12,6821,1786
302,49,Social Media,0,2025-11-26,9,20,683,20
4453,41,Blog,849,2023-02-19,16,17,6832,2319
1821,24,Video,4,2025-06-01,3,15,683,50
14,2,Social Media,317,2023-08-26,16,2,6837,2251
3147,49,Video,300,2023-06-23,6,6,6837,2251
1758,25,Social Media,447,2023-09-26,20,11,6840,1294
4125,2,Newsletter,117,2023-06-29,12,2,6842,1012
1570,37,Blog,620,2023-11-10,4,6,6844,2088
2337,40,Newsletter,732,2023-10-19,6,4,6849,2132
4381,31,Video,110,2023-04-19,7,5,685,272
3690,4,Video,231,2023-06-28,19,3,6853,1183
4045,12,Social Media,320,2023-04-27,13,6,6864,1273
2029,14,Newsletter,0,2025-08-11,5,11,686,9
1177,5,Social Media,0,2025-10-24,17,2,687,13
887,41,Social Media,0,2025-09-21,13,5,687,22
313,15,Newsletter,316,2023-05-10,6,19,6876,1581
1785,46,Social Media,846,2023-07-13,20,7,6879,2422
290,20,Social Media,521,2023-09-25,13,7,6881,2028
1036,36,Newsletter,456,2023-05-07,7,18,6889,1293
1978,19,Newsletter,10,2024-09-20,9,8,689,124
1401,9,Video,2,2025-06-04,3,13,689,37
144,27,Social Media,3,2025-02-07,10,12,689,44
2208,4,Blog,5,2024-10-22,15,6,689,62
1208,29,Social Media,15,2024-05-02,15,20,689,80
798,3,Video,11,2024-07-07,4,8,689,97
3776,48,Newsletter,0,2025-09-01,5,6,690,21
1721,16,Social Media,83,2023-08-25,19,9,6906,541
1377,38,Social Media,0,2025-09-18,2,16,69,1
1385,27,Video,2,2025-05-27,1,15,691,27
4301,16,Social Media,899,2023-03-09,2,10,6922,3093
2936,35,Video,0,2025-11-10,4,8,694,15
578,25,Video,0,2025-08-27,12,4,694,8
314,27,Video,10,2024-09-29,1,18,694,81
2591,15,Newsletter,303,2023-11-14,19,7,6948,1406
492,26,Newsletter,0,2024-08-12,14,8,69,5
2437,24,Social Media,0,2025-05-04,18,17,69,5
3410,6,Social Media,24,2024-08-25,10,12,695,131
3998,8,Blog,215,2023-03-18,4,20,6956,2262
3952,19,Video,217,2023-07-13,13,10,6956,588
2877,43,Video,419,2023-09-22,9,3,6960,1667
3949,28,Newsletter,1055,2023-03-22,16,20,6960,2355
2991,28,Newsletter,66,2023-05-05,14,6,696,241
2204,4,Video,3,2025-02-23,12,7,696,28
1318,1,Blog,263,2023-06-23,5,7,6963,1336
97,34,Blog,3,2025-07-01,16,7,696,47
2115,50,Video,246,2023-02-16,7,11,6972,2070
2429,29,Newsletter,2,2025-07-03,20,11,697,27
460,24,Social Media,296,2023-06-18,18,18,6974,1320
2149,29,Blog,520,2023-09-26,15,12,6974,1894
1004,10,Newsletter,93,2023-03-20,14,2,698,255
2933,41,Social Media,2,2025-07-25,4,10,698,45
72,19,Blog,657,2023-01-06,17,1,6991,2499
4031,16,Social Media,0,2025-12-29,6,14,699,23
3117,11,Social Media,813,2023-02-04,12,17,6993,2606
2056,22,Newsletter,4,2024-08-16,7,2,699,50
4349,37,Social Media,0,2025-09-04,3,16,70,0
1123,3,Newsletter,0,2025-12-01,11,18,700,30
4462,22,Blog,607,2023-07-21,18,9,7005,2794
1323,50,Social Media,7,2024-09-15,12,11,701,115
1317,25,Social Media,44,2024-03-28,19,5,701,203
3522,10,Blog,259,2023-06-30,17,1,7023,2063
4344,33,Blog,1,2025-09-17,8,7,703,33
1344,15,Social Media,216,2023-09-08,8,6,7037,2173
35,2,Video,1,2025-07-26,13,15,704,17
921,19,Blog,95,2023-04-07,13,10,7044,821
4615,46,Social Media,80,2023-10-24,2,1,705,249
1774,23,Newsletter,1,2025-08-14,19,11,705,29
609,26,Social Media,89,2023-10-13,10,12,7057,591
4450,41,Newsletter,1,2025-08-03,15,17,706,25
54,40,Blog,0,2025-09-22,13,17,706,34
4598,44,Blog,71,2023-08-15,19,6,7063,588
1455,17,Blog,429,2023-10-07,14,1,7064,1425
1224,24,Video,166,2023-07-23,1,1,7066,1061
2434,9,Social Media,471,2023-04-18,19,5,7066,2442
2380,34,Blog,336,2023-09-16,19,9,7069,1989
294,38,Blog,523,2023-10-31,15,16,7071,1859
658,37,Video,586,2023-09-25,18,3,7079,1943
1536,14,Social Media,278,2023-07-02,1,5,7082,1186
3914,5,Social Media,798,2023-06-28,6,7,7091,2316
4227,9,Blog,2,2025-06-17,20,8,709,31
946,23,Newsletter,992,2023-06-09,7,7,7093,2430
3308,36,Newsletter,13,2023-07-01,11,8,709,65
3243,22,Video,445,2023-04-06,14,13,7097,1633
2773,6,Blog,659,2023-02-05,14,10,7100,1370
4520,44,Newsletter,300,2023-05-07,15,8,7101,906
4544,35,Social Media,14,2023-11-05,18,10,710,81
3997,33,Social Media,21,2024-04-02,17,3,711,120
2174,1,Newsletter,1,2025-06-17,8,19,711,20
3268,31,Video,0,2025-10-29,13,4,71,2
4020,47,Blog,0,2025-03-19,11,2,71,2
4534,35,Blog,35,2024-04-12,13,12,712,141
96,17,Blog,32,2024-07-15,14,13,712,142
3982,14,Social Media,2,2024-11-27,11,19,712,50
1823,9,Social Media,729,2023-09-19,18,17,7126,2167
78,44,Social Media,2,2025-06-07,17,2,713,44
1890,40,Blog,553,2023-09-04,8,15,7140,1615
1642,22,Social Media,0,2025-07-21,8,7,714,18
3234,5,Social Media,1,2025-09-06,12,20,714,36
4096,3,Social Media,4,2024-11-29,13,11,714,52
3770,1,Blog,1021,2023-01-05,18,17,7155,2087
4103,37,Video,331,2023-02-28,19,12,7160,1264
3539,48,Blog,493,2023-10-16,2,17,7161,2535
1261,39,Blog,1314,2023-02-09,16,19,7167,3327
1326,44,Blog,289,2023-02-22,11,8,7168,1026
633,16,Blog,1069,2023-02-27,11,5,7169,2337
3471,44,Newsletter,400,2023-02-18,15,11,7172,1811
995,22,Newsletter,90,2023-05-28,10,18,717,243
3902,3,Newsletter,1,2025-12-05,11,9,717,31
2183,29,Video,161,2023-10-20,10,14,7176,528
4093,21,Blog,115,2023-06-27,19,14,7191,1071
1061,23,Newsletter,51,2024-01-28,11,18,719,175
3612,41,Social Media,0,2025-11-12,8,3,719,18
2403,43,Social Media,609,2023-06-14,3,17,7193,2365
3505,18,Blog,1,2025-08-22,3,14,719,38
3073,15,Social Media,225,2023-10-07,13,12,7194,659
860,28,Video,9,2025-02-27,3,6,719,72
354,27,Blog,0,2025-11-10,7,18,720,21
1645,4,Video,343,2023-08-14,2,14,7207,1077
3101,33,Video,374,2023-04-16,16,16,7209,1053
2577,34,Newsletter,18,2023-12-24,5,8,721,103
3596,15,Blog,16,2023-07-16,1,17,721,105
3314,28,Newsletter,465,2023-10-24,9,18,7217,2404
3409,8,Social Media,232,2023-07-05,7,18,7218,858
4474,4,Newsletter,2,2025-07-18,16,5,722,39
2545,27,Blog,313,2023-10-16,13,18,7226,1794
2082,49,Newsletter,1,2025-09-04,11,1,723,22
3380,33,Video,0,2025-12-09,1,6,723,29
3066,35,Social Media,23,2023-11-13,1,15,723,69
2446,14,Blog,386,2023-04-01,9,10,7236,938
1954,50,Social Media,325,2023-08-06,20,19,7238,1239
3237,10,Video,6,2025-01-11,15,15,724,107
4522,13,Newsletter,1,2025-08-24,11,8,724,25
1826,21,Video,1,2025-02-03,13,20,724,54
2400,27,Social Media,420,2023-03-30,16,9,7247,1796
520,16,Social Media,1405,2023-01-08,9,4,7251,3048
1152,17,Video,0,2025-08-15,5,1,725,22
1374,22,Social Media,0,2025-08-27,18,6,725,28
1662,11,Video,436,2023-04-12,14,10,7255,1085
2228,12,Video,15,2023-11-24,20,18,725,74
3718,30,Newsletter,574,2023-07-15,17,6,7259,2943
669,45,Video,12,2023-09-05,11,2,727,104
541,9,Video,0,2025-11-04,2,3,727,26
3777,50,Social Media,292,2023-06-13,19,16,7291,857
1989,19,Social Media,13,2024-10-13,13,7,729,69
1613,24,Newsletter,10,2025-01-12,19,4,730,65
1386,24,Video,0,2025-12-31,15,13,731,12
1509,14,Newsletter,0,2025-09-14,15,3,732,14
1563,14,Social Media,415,2023-05-09,12,4,7329,1692
4611,39,Video,0,2025-09-23,20,7,73,3
288,21,Social Media,255,2023-07-02,6,10,7333,1200
719,31,Blog,846,2023-05-18,13,16,7338,2960
2608,2,Newsletter,43,2023-10-27,4,8,734,124
4588,41,Blog,1165,2023-02-20,20,19,7341,3079
4313,7,Social Media,43,2023-06-19,13,11,734,139
1432,8,Blog,5,2024-12-11,2,4,734,71
1878,10,Blog,272,2023-07-19,13,5,7350,770
3657,25,Video,0,2025-10-08,6,20,735,17
1810,20,Video,116,2023-09-02,12,7,7352,781
3607,18,Newsletter,1,2025-11-03,5,11,735,31
1873,19,Newsletter,0,2025-10-28,13,7,735,35
2826,36,Newsletter,7,2025-01-27,1,1,735,70
4562,18,Social Media,554,2023-04-07,16,20,7357,1399
1741,13,Blog,1181,2023-03-14,15,16,7359,2674
2600,49,Blog,450,2023-01-11,17,9,7360,1951
